1,49
2,42
3,15
4,11
5,6
6,10
7,43
8,44
9,11
10,17
11,43
12,49
13,17
14,6
15,46
16,7
17,27
18,47
19,23
20,49
21,26
22,41
23,2
24,4
25,18
26,35
27,20
28,25
29,8
30,9
31,0
32,2
33,37
34,42
35,42
36,45
37,15
38,16
39,27
40,42
41,11
42,26
43,22
44,9
45,33
46,15
47,24
48,16
49,12
50,37
51,34
52,33
53,7
54,10
55,30
56,9
57,17
58,42
59,30
60,0
61,10
62,45
63,37
64,31
65,36
66,23
67,41
68,20
69,13
70,14
71,21
72,30
73,28
74,39
75,21
76,38
77,33
78,9
79,47
80,25
81,24
82,24
83,34
84,35
85,1
86,33
87,23
88,5
89,16
90,14
91,26
92,20
93,38
94,9
95,46
96,6
97,7
98,32
99,29
100,19
101,30
102,19
103,2
104,35
105,22
106,4
107,41
108,26
109,31
110,38
111,36
112,50
113,28
114,9
115,4
116,0
117,6
118,33
119,8
120,46
121,0
122,34
123,20
124,32
125,46
126,48
127,43
128,14
129,23
130,48
131,11
132,30
133,39
134,25
135,15
136,9
137,23
138,5
139,49
140,8
141,50
142,6
143,48
144,12
145,23
146,6
147,23
148,16
149,25
150,32
151,17
152,16
153,9
154,26
155,7
156,25
157,17
158,38
159,21
160,11
161,22
162,39
163,14
164,15
165,13
166,27
167,23
168,35
169,7
170,0
171,17
172,19
173,23
174,0
175,50
176,1
177,37
178,34
179,17
180,6
181,20
182,21
183,7
184,2
185,48
186,20
187,34
188,9
189,7
190,44
191,2
192,13
193,19
194,31
195,9
196,38
197,44
198,21
199,41
200,35
201,10
202,29
203,3
204,20
205,42
206,9
207,38
208,11
209,31
210,28
211,15
212,16
213,45
214,29
215,41
216,4
217,30
218,24
219,28
220,50
221,16
222,12
223,8
224,28
225,31
226,38
227,10
228,20
229,34
230,7
231,11
232,41
233,16
234,20
235,35
236,7
237,27
238,0
239,1
240,48
241,50
242,6
243,28
244,0
245,30
246,21
247,26
248,2
249,27
250,31
251,5
252,16
253,28
254,10
255,43
256,2
257,23
258,6
259,47
260,9
261,1
262,46
263,20
264,34
265,13
266,41
267,12
268,2
269,35
270,1
271,7
272,17
273,45
274,23
275,24
276,27
277,2
278,8
279,44
280,37
281,2
282,6
283,41
284,36
285,49
286,9
287,29
288,17
289,35
290,19
291,34
292,7
293,10
294,33
295,50
296,50
297,15
298,16
299,22
300,49
301,26
302,17
303,0
304,16
305,28
306,43
307,47
308,48
309,15
310,23
311,25
312,3
313,11
314,30
315,11
316,41
317,10
318,0
319,7
320,41
321,45
322,0
323,33
324,19
325,23
326,45
327,43
328,20
329,3
330,21
331,35
332,45
333,28
334,13
335,26
336,7
337,45
338,20
339,10
340,2
341,13
342,25
343,27
344,25
345,28
346,35
347,34
348,42
349,40
350,11
351,6
352,9
353,0
354,46
355,20
356,28
357,28
358,0
359,40
360,21
361,49
362,29
363,15
364,11
365,11
366,9
367,8
368,34
369,26
370,14
371,50
372,14
373,0
374,35
375,7
376,8
377,46
378,21
379,9
380,36
381,50
382,14
383,28
384,48
385,47
386,44
387,19
388,24
389,26
390,31
391,21
392,41
393,5
394,8
395,26
396,4
397,14
398,11
399,23
400,34
401,16
402,1
403,38
404,30
405,13
406,6
407,27
408,28
409,38
410,31
411,27
412,15
413,13
414,16
415,2
416,46
417,13
418,19
419,15
420,40
421,44
422,49
423,45
424,46
425,0
426,38
427,15
428,15
429,12
430,28
431,21
432,16
433,33
434,6
435,5
436,20
437,35
438,11
439,16
440,13
441,28
442,38
443,21
444,44
445,35
446,34
447,35
448,22
449,41
450,6
451,40
452,16
453,15
454,25
455,11
456,0
457,30
458,34
459,34
460,1
461,44
462,28
463,39
464,18
465,47
466,2
467,31
468,37
469,11
470,21
471,37
472,21
473,10
474,27
475,41
476,50
477,8
478,34
479,16
480,7
481,36
482,9
483,42
484,21
485,0
486,23
487,48
488,25
489,45
490,7
491,47
492,12
493,13
494,12
495,7
496,41
497,17
498,8
499,22
500,28
501,11
502,40
503,44
504,24
505,0
506,32
507,40
508,29
509,28
510,46
511,11
512,32
513,2
514,33
