1,3
2,49
3,39
4,1
5,37
6,29
7,2
8,16
9,8
10,18
11,7
12,31
13,13
14,18
15,42
16,10
17,6
18,12
19,3
20,19
21,2
22,20
23,27
24,9
25,12
26,43
27,21
28,45
29,38
30,36
31,49
32,2
33,10
34,24
35,19
36,6
37,35
38,21
39,37
40,31
41,23
42,4
43,22
44,4
45,0
46,37
47,47
48,3
49,23
50,4
51,41
52,20
53,20
54,10
55,9
56,34
57,26
58,34
59,7
60,35
61,23
62,14
63,22
64,22
65,40
66,11
67,11
68,32
69,26
70,5
71,12
72,24
73,3
74,2
75,36
76,2
77,15
78,19
79,7
80,8
81,11
82,11
83,12
84,14
85,30
86,19
87,22
88,20
89,11
90,47
91,0
92,0
93,2
94,14
95,31
96,22
97,50
98,28
99,16
100,0
101,2
102,11
103,50
104,27
105,43
106,49
107,46
108,29
109,15
110,23
111,40
112,33
113,15
114,25
115,4
116,1
117,14
118,36
119,26
120,12
121,2
122,24
123,14
124,34
125,31
126,0
127,10
128,2
129,14
130,0
131,14
132,44
133,10
134,34
135,35
136,0
137,23
138,50
139,3
140,34
141,10
142,21
143,14
144,49
145,47
146,34
147,49
148,31
149,43
150,4
151,15
152,43
153,37
154,18
155,33
156,10
157,16
158,7
159,11
160,25
161,11
162,9
163,2
164,45
165,16
166,10
167,50
168,40
169,40
170,25
171,48
172,48
173,4
174,44
175,4
176,5
177,11
178,14
179,43
180,29
181,24
182,34
183,31
184,0
185,28
186,11
187,34
188,0
189,48
190,25
191,43
192,0
193,19
194,10
195,13
196,21
197,20
198,47
199,16
200,0
201,26
202,13
203,12
204,30
205,6
206,7
207,0
208,24
209,40
210,35
211,9
212,33
213,15
214,46
215,25
216,41
217,10
218,47
219,9
220,11
221,39
222,10
223,36
224,50
225,43
226,9
227,27
228,13
229,18
230,17
231,49
232,35
233,29
234,34
235,4
236,10
237,42
238,31
239,13
240,21
241,46
242,39
243,50
244,1
245,45
246,13
247,46
248,7
249,23
250,43
251,7
252,0
253,24
254,21
255,33
256,2
257,34
258,15
259,37
260,28
261,42
262,45
263,4
264,21
265,6
266,44
267,40
268,13
269,10
270,3
271,16
272,41
273,7
274,6
275,1
276,29
277,31
278,5
279,30
280,31
281,24
282,7
283,40
284,6
285,42
286,18
287,33
288,13
289,50
290,20
291,14
292,9
293,11
294,4
295,32
296,39
297,49
298,9
299,6
300,7
301,49
302,39
303,23
304,20
305,49
306,37
307,4
308,44
309,22
310,10
311,42
312,31
313,19
314,26
315,21
316,4
317,25
318,21
319,21
320,37
321,46
322,15
323,32
324,30
325,0
326,43
327,1
328,17
329,14
330,14
331,13
332,8
333,15
334,11
335,24
336,44
337,20
338,12
339,19
340,34
341,4
342,10
343,50
344,16
345,42
346,13
347,13
348,18
349,40
350,26
351,4
352,21
353,41
354,9
355,3
356,2
357,37
358,12
359,40
360,49
361,2
362,37
363,14
364,26
365,19
366,0
367,8
368,42
369,11
370,15
371,4
372,45
373,7
374,41
375,4
376,33
377,4
378,39
379,24
380,10
381,16
382,13
383,5
384,19
385,49
386,21
387,40
388,36
389,50
390,36
391,48
392,1
393,38
394,13
395,38
396,47
397,22
398,39
399,48
400,34
401,35
402,43
403,28
404,6
405,32
406,13
407,4
408,31
409,10
410,0
411,43
412,24
413,38
414,23
415,5
416,18
417,15
418,7
419,3
420,4
421,38
422,27
423,1
424,2
425,43
426,2
427,44
428,7
429,37
430,24
431,25
432,0
433,48
434,4
435,1
436,43
437,22
438,11
439,31
440,28
441,39
442,17
443,8
444,22
445,37
446,29
447,13
448,48
449,4
450,5
451,2
452,11
453,6
454,26
455,42
456,37
457,27
458,23
459,9
460,4
461,22
462,42
463,31
464,9
465,10
466,30
467,18
468,49
469,21
470,0
471,8
472,0
473,41
474,24
475,47
476,14
477,1
478,30
479,26
480,10
481,40
482,18
483,39
484,31
485,34
486,10
487,44
488,7
489,42
490,17
491,37
492,6
493,2
494,10
495,10
496,4
497,19
498,18
499,31
500,39
501,14
502,41
503,29
504,8
505,1
506,35
507,31
508,45
509,40
510,12
511,22
512,3
513,19
514,19
